sample	hier_label	hier_label16	hier_label32	branch_length	label	color	annotation_name
n813	2.2.2.2.2.2.2.2.2.2.2.2.1.1.1	FFF0	VVO	1.25372e-05	100	#33ff33	
2024.EXT.0725.1326.370_Bme_Greece	2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1	FFF0	VVO0	5.80990e-06		#33ff33	
n815	2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.2	FFF1	VVOG	3.05800e-07	83	#33ff33	
2024.EXT.0725.1327.360_Bme_Greece	2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.2.1	FFF10	VVOG	7.03300e-06		#33ff33	
2024.EXT.0725.2057.230_Bme_Turkey	2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.2.2	FFF18	VVOO	3.05780e-06		#33ff33	
2024.EXT.0725.2050.490_Bme_Turkey	2.2.2.2.2.2.2.2.2.2.2.2.1.1.2	FFF2	VVP	1.46777e-05		#33ff33	
2024.EXT.0725.2154.470_Bme_Cyprus	2.2.2.2.2.2.2.2.2.2.2.2.1.2	FFF4	VVQ	3.18709e-05		#33ff33	
n820	2.2.2.2.2.2.2.2.2.2.2.2.2	FFF8	VVS	1.71643e-05	100		
n821	2.2.2.2.2.2.2.2.2.2.2.2.2.1	FFF8	VVS	7.64460e-06	100	#ff0066	
n822	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1	FFF8	VVS	2.75200e-06	99	#ff0066	
n823	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1	FFF8	VVS0	3.06000e-08	24	#ff0066	
n824	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1	FFF80	VVS0	3.06000e-08	7	#ff0066	
n825	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1	FFF80	VVS0	3.06000e-08	7	#ff0066	
n826	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1	FFF80	VVS0	4.58670e-06	100	#ff0066	
n827	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1	FFF80	VVS0	4.89250e-06	100	#ff0066	
n828	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1	FFF800	VVS00	2.14050e-06	100	#ff0066	
n829	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1	FFF800	VVS00	2.44620e-06	100	#ff0066	
n830	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1	FFF800	VVS00	1.52890e-06	100	#ff0066	
2024.EXT.0725.1324.410_Bme_Greece	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.1	FFF800	VVS00	1.83470e-06		#ff0066	
n832	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.2	FFF801	VVS02	3.05800e-07	66	#ff0066	
n833	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.2.1	FFF8010	VVS02	3.05800e-07	69	#ff0066	
2024.EXT.0725.1345.220_Bme_Portugal	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.1	FFF8010	VVS020	3.97520e-06		#ff0066	
2024.EXT.0725.1349.260_Bme_Spain	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.2	FFF8014	VVS02G	2.14050e-06		#ff0066	
2024.EXT.0725.1349.520_Bme_Spain	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1.2.2	FFF8018	VVS03	3.05780e-06		#ff0066	
2024.EXT.0725.2105.520_Bme_Turkey	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2	FFF802	VVS04	3.05780e-06		#ff0066	
n838	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2	FFF804	VVS08	3.06000e-08	98	#ff0066	
2024.EXT.0725.1343.120_Bme_Norway	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1	FFF804	VVS08	9.47930e-06		#ff0066	
2024.EXT.0725.2056.150_Bme_Romania	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2	FFF806	VVS0C	1.13140e-05		#ff0066	
2024.EXT.0725.1552.200_Bme_Austria	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2	FFF808	VVS0G	1.13140e-05		#ff0066	
n842	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2	FFF81	VVS1	1.83470e-06	100	#ff0066	
2024.EXT.0725.1448.350_Bme_Kyrgyzstan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.1	FFF810	VVS10	1.37604e-05		#ff0066	
n844	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2	FFF818	VVS1G	1.22310e-06	99	#ff0066	
n845	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.1	FFF818	VVS1G	7.95040e-06	100	#ff0066	
2024.EXT.0725.1452.560_Bme_Kyrgyzstan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.1.1	FFF818	VVS1G	4.28090e-06		#ff0066	
2024.EXT.0725.1459.210_Bme_Kyrgyzstan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.1.2	FFF81A	VVS1K	6.42140e-06		#ff0066	
2024.EXT.0725.1457.010_Bme_Kyrgyzstan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.2	FFF81C	VVS1O	1.13140e-05		#ff0066	
n849	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2	FFF82	VVS2	1.22310e-06	56	#ff0066	
n850	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1	FFF82	VVS2	3.06000e-08	9	#ff0066	
n851	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1	FFF820	VVS20	3.06000e-08	7	#ff0066	
n852	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1	FFF820	VVS20	3.06000e-08	8	#ff0066	
n853	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1	FFF820	VVS20	3.06000e-08	0	#ff0066	
n854	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.1	FFF820	VVS20	3.06000e-08	18	#ff0066	
2024.EXT.0725.1556.490_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.1.1	FFF8200	VVS20	6.42140e-06		#ff0066	
2024.EXT.0725.2140.450_Bme_Thailand	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.1.2	FFF8208	VVS21	2.17545e-05		#ff0066	
2024.EXT.0725.1934.560_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.2	FFF821	VVS22	3.06000e-08		#ff0066	
n858	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2	FFF822	VVS24	3.06000e-08	5	#ff0066	
n859	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1	FFF822	VVS24	3.06000e-08	0	#ff0066	
n860	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1	FFF8220	VVS24	3.06000e-08	8	#ff0066	
n861	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1	FFF8220	VVS240	3.06000e-08	24	#ff0066	
n862	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1	FFF8220	VVS240	8.86770e-06	100	#ff0066	
2024.EXT.0725.1840.570_Bme_China	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.1	FFF8220	VVS240	1.83842e-05		#ff0066	
n864	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.2	FFF8221	VVS244	1.52890e-06	99	#ff0066	
2024.EXT.0725.1857.010_Bme_Mongolia	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.2.1	FFF82210	VVS244	1.68523e-05		#ff0066	
2024.EXT.0725.2225.320_Bme_China	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.2.2	FFF82218	VVS246	1.49835e-05		#ff0066	
2024.EXT.0725.1933.260_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.1.2	FFF8222	VVS248	2.14050e-06		#ff0066	
2024.EXT.0725.1938.530_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.2	FFF8224	VVS24G	6.11600e-07		#ff0066	
2024.EXT.0725.1936.240_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.1.2	FFF8228	VVS25	6.72720e-06		#ff0066	
n870	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.2	FFF823	VVS26	3.06000e-08	17	#ff0066	
2024.EXT.0725.1932.170_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.2.1	FFF8230	VVS26	1.77713e-05		#ff0066	
2024.EXT.0725.1937.110_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2.2.2	FFF8238	VVS27	2.44620e-06		#ff0066	
n873	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2	FFF824	VVS28	3.06000e-08	16	#ff0066	
2024.EXT.0725.1935.400_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2.1	FFF824	VVS28	1.07025e-05		#ff0066	
2024.EXT.0725.2134.570_Bme_Pakistan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2.2	FFF826	VVS2C	2.45123e-05		#ff0066	
2024.EXT.0725.1936.560_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.2	FFF828	VVS2G	6.42140e-06		#ff0066	
2024.EXT.0725.1943.190_Bme_India	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.2	FFF83	VVS3	6.42140e-06		#ff0066	
n878	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2	FFF84	VVS4	3.66940e-06	100	#ff0066	
n879	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1	FFF84	VVS4	5.80990e-06	100	#ff0066	
n880	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1	FFF84	VVS4	2.14050e-06	100	#ff0066	
n881	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1	FFF840	VVS40	9.17300e-07	97	#ff0066	
n882	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1	FFF840	VVS40	6.11600e-07	87	#ff0066	
n883	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.1	FFF840	VVS40	8.25620e-06	100	#ff0066	
2024.EXT.0725.1344.080_Bme_Norway	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.1.1	FFF840	VVS40	4.58670e-06		#ff0066	
2024.EXT.0725.2305.250_Bme_Sweden	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.1.2	FFF841	VVS42	3.66940e-06		#ff0066	
n886	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2	FFF842	VVS44	2.75200e-06	100	#ff0066	
n887	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1	FFF842	VVS44	3.06000e-08	90	#ff0066	
2024.EXT.0725.1440.430_Bme_Iran	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.1	FFF8420	VVS44	8.56190e-06		#ff0066	
n889	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2	FFF8428	VVS45	1.83470e-06	100	#ff0066	
n890	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.1	FFF8428	VVS450	1.22310e-06	99	#ff0066	
2024.EXT.0725.1441.110_Bme_Iran	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.1.1	FFF8428	VVS450	1.52890e-06		#ff0066	
n892	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.1.2	FFF842A	VVS458	3.06000e-08	76	#ff0066	
2024.EXT.0725.2307.390_Bme_Sweden	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.1.2.1	FFF842A	VVS458	3.05780e-06		#ff0066	
2024.EXT.0725.2309.300_Bme_Sweden	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.1.2.2	FFF842B	VVS45C	4.58670e-06		#ff0066	
n895	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.2	FFF842C	VVS45G	1.22310e-06	99	#ff0066	
2024.EXT.0725.1444.080_Bme_Iran	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.2.1	FFF842C	VVS45G	3.05780e-06		#ff0066	
2024.EXT.0725.2059.310_Bme_Afghanistan	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.1.2.2.2	FFF842E	VVS45O	4.58670e-06		#ff0066	
2024.EXT.0725.2053.530_Bme_Turkey	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.1.2.2	FFF843	VVS46	5.80990e-06		#ff0066	
n899	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.2	FFF844	VVS48	6.42140e-06	100	#ff0066	
2024.EXT.0725.1354.260_Bme_Germany	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.2.1	FFF844	VVS48	1.13140e-05		#ff0066	
2024.EXT.0725.2044.050_Bme_Kuwait	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.1.2.2	FFF846	VVS4C	7.03300e-06		#ff0066	
n902	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.2	FFF848	VVS4G	3.05800e-07	69	#ff0066	
n903	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.2.1	FFF848	VVS4G	5.19830e-06	100	#ff0066	
2024.EXT.0725.1443.350_Bme_Iran	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.2.1.1	FFF848	VVS4G	4.58670e-06		#ff0066	
2024.EXT.0725.1550.340_Bme_Austria	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.2.1.2	FFF84A	VVS4K	5.80990e-06		#ff0066	
2024.EXT.0725.2301.310_Bme_Sweden	2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.1.1.2.1.1.2.2	FFF84C	VVS4O	1.07025e-05		#ff0066	
